id,pred
2013_1125_1143,0.018
2013_1125_1153,0.05
2013_1125_1160,0.02
2013_1125_1161,0.044
2013_1125_1166,0.036
2013_1125_1172,0.084
2013_1125_1181,0.0
2013_1125_1195,0.086
2013_1125_1196,0.0
2013_1125_1207,0.0
2013_1125_1211,0.048
2013_1125_1217,0.128
2013_1125_1228,0.02
2013_1125_1231,0.05
2013_1125_1233,0.236
2013_1125_1235,0.02
2013_1125_1241,0.142
2013_1125_1242,0.03
2013_1125_1243,0.004
2013_1125_1247,0.03
2013_1125_1251,0.476
2013_1125_1254,0.504
2013_1125_1257,0.038
2013_1125_1266,0.092
2013_1125_1272,0.0
2013_1125_1274,0.0
2013_1125_1276,0.004
2013_1125_1277,0.012
2013_1125_1278,0.026
2013_1125_1279,0.046
2013_1125_1281,0.048
2013_1125_1285,0.074
2013_1125_1292,0.03
2013_1125_1299,0.146
2013_1125_1301,0.006
2013_1125_1307,0.084
2013_1125_1308,0.03
2013_1125_1314,0.0
2013_1125_1322,0.084
2013_1125_1323,0.002
2013_1125_1326,0.0
2013_1125_1328,0.014
2013_1125_1329,0.052
2013_1125_1332,0.072
2013_1125_1334,0.056
2013_1125_1338,0.016
2013_1125_1355,0.554
2013_1125_1361,0.038
2013_1125_1380,0.032
2013_1125_1387,0.02
2013_1125_1388,0.008
2013_1125_1393,0.0
2013_1125_1396,0.02
2013_1125_1417,0.0
2013_1125_1424,0.046
2013_1125_1433,0.052
2013_1125_1434,0.06
2013_1125_1437,0.058
2013_1125_1443,0.028
2013_1125_1455,0.054
2013_1125_1458,0.052
2013_1129_1137,0.126
2013_1129_1139,0.034
2013_1129_1143,0.11
2013_1129_1153,0.118
2013_1129_1160,0.164
2013_1129_1161,0.052
2013_1129_1166,0.174
2013_1129_1172,0.168
2013_1129_1181,0.0
2013_1129_1195,0.148
2013_1129_1196,0.082
2013_1129_1207,0.062
2013_1129_1211,0.004
2013_1129_1217,0.034
2013_1129_1228,0.062
2013_1129_1231,0.016
2013_1129_1233,0.366
2013_1129_1235,0.056
2013_1129_1241,0.242
2013_1129_1242,0.0
2013_1129_1243,0.036
2013_1129_1247,0.012
2013_1129_1251,0.672
2013_1129_1254,0.7
2013_1129_1257,0.0
2013_1129_1266,0.118
2013_1129_1272,0.044
2013_1129_1274,0.006
2013_1129_1276,0.13
2013_1129_1277,0.066
2013_1129_1278,0.146
2013_1129_1279,0.122
2013_1129_1281,0.05
2013_1129_1285,0.118
2013_1129_1292,0.15
2013_1129_1299,0.246
2013_1129_1301,0.002
2013_1129_1307,0.212
2013_1129_1308,0.172
2013_1129_1314,0.022
2013_1129_1322,0.09
2013_1129_1323,0.064
2013_1129_1326,0.0
2013_1129_1328,0.084
2013_1129_1329,0.096
2013_1129_1332,0.124
2013_1129_1334,0.134
2013_1129_1338,0.02
2013_1129_1355,0.768
2013_1129_1361,0.226
2013_1129_1380,0.13
2013_1129_1387,0.028
2013_1129_1388,0.188
2013_1129_1393,0.0
2013_1129_1396,0.068
2013_1129_1417,0.072
2013_1129_1424,0.052
2013_1129_1433,0.128
2013_1129_1434,0.09
2013_1129_1437,0.168
2013_1129_1443,0.18
2013_1129_1455,0.03
2013_1129_1458,0.278
2013_1137_1139,0.0
2013_1137_1143,0.738
2013_1137_1153,0.606
2013_1137_1160,0.574
2013_1137_1161,0.552
2013_1137_1166,0.618
2013_1137_1172,0.43
2013_1137_1181,0.216
2013_1137_1195,0.502
2013_1137_1196,0.084
2013_1137_1207,0.396
2013_1137_1211,0.408
2013_1137_1217,0.682
2013_1137_1228,0.26
2013_1137_1231,0.382
2013_1137_1233,0.686
2013_1137_1235,0.42
2013_1137_1241,0.666
2013_1137_1242,0.7
2013_1137_1243,0.44
2013_1137_1247,0.57
2013_1137_1251,0.948
2013_1137_1254,0.96
2013_1137_1257,0.236
2013_1137_1266,0.436
2013_1137_1272,0.112
2013_1137_1274,0.108
2013_1137_1276,0.471
2013_1137_1277,0.064
2013_1137_1278,0.874
2013_1137_1279,0.508
2013_1137_1281,0.582
2013_1137_1285,0.386
2013_1137_1292,0.922
2013_1137_1299,0.672
2013_1137_1301,0.29
2013_1137_1307,0.63
2013_1137_1308,0.36
2013_1137_1314,0.198
2013_1137_1322,0.552
2013_1137_1323,0.138
2013_1137_1326,0.28
2013_1137_1328,0.236
2013_1137_1329,0.552
2013_1137_1332,0.6
2013_1137_1334,0.402
2013_1137_1338,0.348
2013_1137_1355,0.958
2013_1137_1361,0.336
2013_1137_1380,0.696
2013_1137_1387,0.458
2013_1137_1388,0.282
2013_1137_1393,0.786
2013_1137_1396,0.286
2013_1137_1417,0.338
2013_1137_1424,0.486
2013_1137_1433,0.566
2013_1137_1434,0.458
2013_1137_1437,0.522
2013_1137_1443,0.526
2013_1137_1455,0.344
2013_1137_1458,0.294
2013_1139_1143,0.802
2013_1139_1153,0.874
2013_1139_1160,0.67
2013_1139_1161,0.676
2013_1139_1166,0.874
2013_1139_1172,0.9
2013_1139_1181,0.0
2013_1139_1195,0.836
2013_1139_1196,0.134
2013_1139_1207,0.118
2013_1139_1211,0.502
2013_1139_1217,0.7
2013_1139_1228,0.45
2013_1139_1231,0.052
2013_1139_1233,0.986
2013_1139_1235,0.776
2013_1139_1241,0.728
2013_1139_1242,0.25
2013_1139_1243,0.242
2013_1139_1247,0.592
2013_1139_1251,0.938
2013_1139_1254,0.94
2013_1139_1257,0.278
2013_1139_1266,0.0
2013_1139_1272,0.664
2013_1139_1274,0.53
2013_1139_1276,0.373
2013_1139_1277,0.574
2013_1139_1278,0.81
2013_1139_1279,0.602
2013_1139_1281,0.8
2013_1139_1285,0.772
2013_1139_1292,0.806
2013_1139_1299,0.744
2013_1139_1301,0.5
2013_1139_1307,0.554
2013_1139_1308,0.686
2013_1139_1314,0.44
2013_1139_1322,0.724
2013_1139_1323,0.386
2013_1139_1326,0.59
2013_1139_1328,0.588
2013_1139_1329,0.414
2013_1139_1332,0.764
2013_1139_1334,0.75
2013_1139_1338,0.668
2013_1139_1355,1.0
2013_1139_1361,0.49
2013_1139_1380,0.822
2013_1139_1387,0.412
2013_1139_1388,0.804
2013_1139_1393,0.416
2013_1139_1396,0.805
2013_1139_1417,0.704
2013_1139_1424,0.264
2013_1139_1433,0.778
2013_1139_1434,0.594
2013_1139_1437,0.716
2013_1139_1443,0.858
2013_1139_1455,0.484
2013_1139_1458,0.246
2013_1143_1153,0.546
2013_1143_1160,0.786
2013_1143_1161,0.236
2013_1143_1166,0.378
2013_1143_1172,0.428
2013_1143_1181,0.004
2013_1143_1195,0.438
2013_1143_1196,0.252
2013_1143_1207,0.16
2013_1143_1211,0.334
2013_1143_1217,0.432
2013_1143_1228,0.709
2013_1143_1231,0.339
2013_1143_1233,0.688
2013_1143_1235,0.426
2013_1143_1241,0.514
2013_1143_1242,0.058
2013_1143_1243,0.348
2013_1143_1247,0.432
2013_1143_1251,0.904
2013_1143_1254,0.916
2013_1143_1257,0.137
2013_1143_1266,0.172
2013_1143_1272,0.452
2013_1143_1274,0.388
2013_1143_1276,0.026
2013_1143_1277,0.17
2013_1143_1278,0.326
2013_1143_1279,0.3
2013_1143_1281,0.196
2013_1143_1285,0.132
2013_1143_1292,0.37
2013_1143_1299,0.5
2013_1143_1301,0.516
2013_1143_1307,0.272
2013_1143_1308,0.442
2013_1143_1314,0.0
2013_1143_1322,0.59
2013_1143_1323,0.53
2013_1143_1326,0.278
2013_1143_1328,0.54
2013_1143_1329,0.134
2013_1143_1332,0.282
2013_1143_1334,0.36
2013_1143_1338,0.424
2013_1143_1355,0.956
2013_1143_1361,0.582
2013_1143_1380,0.718
2013_1143_1387,0.272
2013_1143_1388,0.526
2013_1143_1393,0.0
2013_1143_1396,0.312
2013_1143_1417,0.825
2013_1143_1424,1.0
2013_1143_1433,0.204
2013_1143_1434,0.458
2013_1143_1437,0.493
2013_1143_1443,0.742
2013_1143_1455,0.34
2013_1143_1458,0.552
2013_1153_1160,0.39
2013_1153_1161,0.496
2013_1153_1166,0.0
2013_1153_1172,0.33
2013_1153_1181,0.042
2013_1153_1195,0.368
2013_1153_1196,0.354
2013_1153_1207,0.098
2013_1153_1211,0.114
2013_1153_1217,0.326
2013_1153_1228,0.632
2013_1153_1231,0.133
2013_1153_1233,0.652
2013_1153_1235,0.354
2013_1153_1241,0.176
2013_1153_1242,0.182
2013_1153_1243,0.311
2013_1153_1247,0.316
2013_1153_1251,0.87
2013_1153_1254,0.888
2013_1153_1257,0.046
2013_1153_1266,0.536
2013_1153_1272,0.502
2013_1153_1274,0.388
2013_1153_1276,0.2
2013_1153_1277,0.024
2013_1153_1278,0.53
2013_1153_1279,0.55
2013_1153_1281,0.748
2013_1153_1285,0.29
2013_1153_1292,0.556
2013_1153_1299,0.206
2013_1153_1301,0.403
2013_1153_1307,0.486
2013_1153_1308,0.294
2013_1153_1314,0.712
2013_1153_1322,0.575
2013_1153_1323,0.676
2013_1153_1326,0.426
2013_1153_1328,0.402
2013_1153_1329,0.148
2013_1153_1332,0.522
2013_1153_1334,0.366
2013_1153_1338,0.752
2013_1153_1355,0.966
2013_1153_1361,0.514
2013_1153_1380,0.594
2013_1153_1387,0.364
2013_1153_1388,0.342
2013_1153_1393,0.196
2013_1153_1396,0.225
2013_1153_1417,0.334
2013_1153_1424,0.344
2013_1153_1433,0.23
2013_1153_1434,0.652
2013_1153_1437,0.11
2013_1153_1443,0.486
2013_1153_1455,0.49
2013_1153_1458,0.056
2013_1160_1161,0.606
2013_1160_1166,0.45
2013_1160_1172,0.212
2013_1160_1181,0.126
2013_1160_1195,0.372
2013_1160_1196,0.465
2013_1160_1207,0.068
2013_1160_1211,0.238
2013_1160_1217,0.41
2013_1160_1228,0.388
2013_1160_1231,0.302
2013_1160_1233,0.61
2013_1160_1235,0.566
2013_1160_1241,0.344
2013_1160_1242,0.004
2013_1160_1243,0.359
2013_1160_1247,0.33
2013_1160_1251,0.894
2013_1160_1254,0.904
2013_1160_1257,0.046
2013_1160_1266,0.574
2013_1160_1272,0.426
2013_1160_1274,0.556
2013_1160_1276,0.411
2013_1160_1277,0.078
2013_1160_1278,0.338
2013_1160_1279,0.514
2013_1160_1281,0.886
2013_1160_1285,0.314
2013_1160_1292,0.36
2013_1160_1299,0.356
2013_1160_1301,0.242
2013_1160_1307,0.534
2013_1160_1308,0.452
2013_1160_1314,0.472
2013_1160_1322,0.402
2013_1160_1323,0.416
2013_1160_1326,0.06
2013_1160_1328,0.348
2013_1160_1329,0.078
2013_1160_1332,0.59
2013_1160_1334,0.2
2013_1160_1338,0.558
2013_1160_1355,0.96
2013_1160_1361,0.532
2013_1160_1380,0.552
2013_1160_1387,0.504
2013_1160_1388,0.466
2013_1160_1393,0.256
2013_1160_1396,0.148
2013_1160_1417,0.14
2013_1160_1424,1.0
2013_1160_1433,0.298
2013_1160_1434,0.418
2013_1160_1437,0.306
2013_1160_1443,0.644
2013_1160_1455,0.306
2013_1160_1458,0.468
2013_1161_1166,0.538
2013_1161_1172,0.538
2013_1161_1181,0.308
2013_1161_1195,0.778
2013_1161_1196,0.514
2013_1161_1207,0.084
2013_1161_1211,0.662
2013_1161_1217,0.664
2013_1161_1228,0.46
2013_1161_1231,0.208
2013_1161_1233,0.87
2013_1161_1235,0.456
2013_1161_1241,0.818
2013_1161_1242,0.328
2013_1161_1243,0.552
2013_1161_1247,0.16
2013_1161_1251,0.976
2013_1161_1254,0.976
2013_1161_1257,0.0
2013_1161_1266,0.25
2013_1161_1272,0.296
2013_1161_1274,0.594
2013_1161_1276,0.434
2013_1161_1277,0.402
2013_1161_1278,0.87
2013_1161_1279,0.907
2013_1161_1281,1.0
2013_1161_1285,0.692
2013_1161_1292,0.874
2013_1161_1299,0.796
2013_1161_1301,0.412
2013_1161_1307,0.256
2013_1161_1308,0.732
2013_1161_1314,0.347
2013_1161_1322,0.625
2013_1161_1323,0.468
2013_1161_1326,0.45
2013_1161_1328,0.446
2013_1161_1329,0.46
2013_1161_1332,0.856
2013_1161_1334,0.576
2013_1161_1338,0.516
2013_1161_1355,0.988
2013_1161_1361,0.57
2013_1161_1380,0.942
2013_1161_1387,0.364
2013_1161_1388,0.25
2013_1161_1393,0.516
2013_1161_1396,0.471
2013_1161_1417,0.418
2013_1161_1424,0.078
2013_1161_1433,0.217
2013_1161_1434,0.58
2013_1161_1437,0.214
2013_1161_1443,0.67
2013_1161_1455,0.222
2013_1161_1458,0.496
2013_1166_1172,0.274
2013_1166_1181,0.0
2013_1166_1195,0.69
2013_1166_1196,0.49
2013_1166_1207,0.18
2013_1166_1211,0.45
2013_1166_1217,0.446
2013_1166_1228,0.396
2013_1166_1231,0.386
2013_1166_1233,0.848
2013_1166_1235,0.674
2013_1166_1241,0.642
2013_1166_1242,0.328
2013_1166_1243,0.374
2013_1166_1247,0.604
2013_1166_1251,0.982
2013_1166_1254,0.984
2013_1166_1257,0.404
2013_1166_1266,0.374
2013_1166_1272,0.478
2013_1166_1274,0.378
2013_1166_1276,0.496
2013_1166_1277,0.136
2013_1166_1278,0.822
2013_1166_1279,0.598
2013_1166_1281,0.75
2013_1166_1285,0.364
2013_1166_1292,0.826
2013_1166_1299,0.632
2013_1166_1301,0.664
2013_1166_1307,0.332
2013_1166_1308,0.738
2013_1166_1314,0.524
2013_1166_1322,0.539
2013_1166_1323,0.494
2013_1166_1326,0.714
2013_1166_1328,0.667
2013_1166_1329,0.602
2013_1166_1332,0.564
2013_1166_1334,0.738
2013_1166_1338,0.744
2013_1166_1355,0.928
2013_1166_1361,0.178
2013_1166_1380,0.664
2013_1166_1387,0.626
2013_1166_1388,0.304
2013_1166_1393,0.222
2013_1166_1396,0.444
2013_1166_1417,0.252
2013_1166_1424,0.488
2013_1166_1433,0.378
2013_1166_1434,0.432
2013_1166_1437,0.246
2013_1166_1443,0.36
2013_1166_1455,0.272
2013_1166_1458,0.658
2013_1172_1181,0.0
2013_1172_1195,0.184
2013_1172_1196,0.018
2013_1172_1207,0.51
2013_1172_1211,0.092
2013_1172_1217,0.116
2013_1172_1228,0.276
2013_1172_1231,0.028
2013_1172_1233,0.476
2013_1172_1235,0.32
2013_1172_1241,0.404
2013_1172_1242,0.108
2013_1172_1243,0.236
2013_1172_1247,0.54
2013_1172_1251,0.848
2013_1172_1254,0.866
2013_1172_1257,0.03
2013_1172_1266,0.0
2013_1172_1272,0.302
2013_1172_1274,0.066
2013_1172_1276,0.284
2013_1172_1277,0.014
2013_1172_1278,0.524
2013_1172_1279,0.55
2013_1172_1281,0.374
2013_1172_1285,0.496
2013_1172_1292,0.566
2013_1172_1299,0.416
2013_1172_1301,0.346
2013_1172_1307,0.32
2013_1172_1308,0.394
2013_1172_1314,0.224
2013_1172_1322,0.13
2013_1172_1323,0.264
2013_1172_1326,0.004
2013_1172_1328,0.196
2013_1172_1329,0.548
2013_1172_1332,0.446
2013_1172_1334,0.446
2013_1172_1338,0.362
2013_1172_1355,0.976
2013_1172_1361,0.164
2013_1172_1380,0.336
2013_1172_1387,0.232
2013_1172_1388,0.482
2013_1172_1393,0.176
2013_1172_1396,0.19
2013_1172_1417,0.11
2013_1172_1424,0.046
2013_1172_1433,0.174
2013_1172_1434,0.346
2013_1172_1437,0.514
2013_1172_1443,0.462
2013_1172_1455,0.256
2013_1172_1458,0.23
2013_1181_1195,0.814
2013_1181_1196,1.0
2013_1181_1207,0.59
2013_1181_1211,0.892
2013_1181_1217,0.726
2013_1181_1228,0.966
2013_1181_1231,0.476
2013_1181_1233,0.984
2013_1181_1235,0.84
2013_1181_1241,0.712
2013_1181_1242,0.0
2013_1181_1243,0.696
2013_1181_1247,0.98
2013_1181_1251,1.0
2013_1181_1254,1.0
2013_1181_1257,0.0
2013_1181_1266,0.71
2013_1181_1272,0.958
2013_1181_1274,0.815
2013_1181_1276,0.615
2013_1181_1277,1.0
2013_1181_1278,1.0
2013_1181_1279,0.893
2013_1181_1281,0.984
2013_1181_1285,0.84
2013_1181_1292,0.964
2013_1181_1299,0.622
2013_1181_1301,0.942
2013_1181_1307,0.794
2013_1181_1308,0.892
2013_1181_1314,0.652
2013_1181_1322,0.91
2013_1181_1323,0.9
2013_1181_1326,0.562
2013_1181_1328,0.488
2013_1181_1329,0.396
2013_1181_1332,0.904
2013_1181_1334,0.756
2013_1181_1338,0.957
2013_1181_1355,0.968
2013_1181_1361,0.976
2013_1181_1380,0.976
2013_1181_1387,0.59
2013_1181_1388,0.734
2013_1181_1393,0.612
2013_1181_1396,0.922
2013_1181_1417,1.0
2013_1181_1424,0.746
2013_1181_1433,0.256
2013_1181_1434,0.826
2013_1181_1437,0.634
2013_1181_1443,0.978
2013_1181_1455,0.88
2013_1181_1458,0.638
2013_1195_1196,0.0
2013_1195_1207,1.0
2013_1195_1211,0.128
2013_1195_1217,0.702
2013_1195_1228,0.1
2013_1195_1231,0.03
2013_1195_1233,0.894
2013_1195_1235,0.204
2013_1195_1241,0.318
2013_1195_1242,0.182
2013_1195_1243,0.04
2013_1195_1247,0.49
2013_1195_1251,0.858
2013_1195_1254,0.884
2013_1195_1257,0.02
2013_1195_1266,0.164
2013_1195_1272,0.2
2013_1195_1274,0.16
2013_1195_1276,0.024
2013_1195_1277,0.022
2013_1195_1278,0.268
2013_1195_1279,0.156
2013_1195_1281,0.292
2013_1195_1285,0.442
2013_1195_1292,0.296
2013_1195_1299,0.328
2013_1195_1301,0.37
2013_1195_1307,0.592
2013_1195_1308,0.528
2013_1195_1314,0.356
2013_1195_1322,0.382
2013_1195_1323,0.102
2013_1195_1326,0.124
2013_1195_1328,0.308
2013_1195_1329,0.428
2013_1195_1332,0.182
2013_1195_1334,0.386
2013_1195_1338,0.2
2013_1195_1355,0.926
2013_1195_1361,0.404
2013_1195_1380,0.51
2013_1195_1387,0.368
2013_1195_1388,0.354
2013_1195_1393,0.012
2013_1195_1396,0.508
2013_1195_1417,0.014
2013_1195_1424,0.074
2013_1195_1433,0.274
2013_1195_1434,0.386
2013_1195_1437,0.538
2013_1195_1443,0.358
2013_1195_1455,0.34
2013_1195_1458,0.474
2013_1196_1207,0.664
2013_1196_1211,0.48
2013_1196_1217,0.828
2013_1196_1228,0.798
2013_1196_1231,0.47
2013_1196_1233,0.994
2013_1196_1235,0.476
2013_1196_1241,0.888
2013_1196_1242,0.44
2013_1196_1243,0.71
2013_1196_1247,0.986
2013_1196_1251,1.0
2013_1196_1254,1.0
2013_1196_1257,0.61
2013_1196_1266,0.424
2013_1196_1272,0.322
2013_1196_1274,0.596
2013_1196_1276,0.304
2013_1196_1277,0.434
2013_1196_1278,1.0
2013_1196_1279,0.717
2013_1196_1281,0.67
2013_1196_1285,0.73
2013_1196_1292,0.99
2013_1196_1299,0.874
2013_1196_1301,1.0
2013_1196_1307,0.428
2013_1196_1308,0.89
2013_1196_1314,0.864
2013_1196_1322,0.132
2013_1196_1323,0.932
2013_1196_1326,0.376
2013_1196_1328,0.608
2013_1196_1329,0.496
2013_1196_1332,0.766
2013_1196_1334,0.872
2013_1196_1338,0.878
2013_1196_1355,0.962
2013_1196_1361,0.868
2013_1196_1380,0.99
2013_1196_1387,0.374
2013_1196_1388,0.794
2013_1196_1393,0.292
2013_1196_1396,0.806
2013_1196_1417,0.848
2013_1196_1424,0.434
2013_1196_1433,0.296
2013_1196_1434,0.614
2013_1196_1437,0.532
2013_1196_1443,0.938
2013_1196_1455,0.442
2013_1196_1458,0.358
2013_1207_1211,0.636
2013_1207_1217,0.494
2013_1207_1228,0.814
2013_1207_1231,0.798
2013_1207_1233,0.782
2013_1207_1235,0.54
2013_1207_1241,0.506
2013_1207_1242,0.512
2013_1207_1243,0.358
2013_1207_1247,0.896
2013_1207_1251,1.0
2013_1207_1254,1.0
2013_1207_1257,0.44
2013_1207_1266,0.754
2013_1207_1272,0.984
2013_1207_1274,0.574
2013_1207_1276,0.748
2013_1207_1277,0.0
2013_1207_1278,0.896
2013_1207_1279,0.717
2013_1207_1281,0.766
2013_1207_1285,0.234
2013_1207_1292,0.888
2013_1207_1299,0.538
2013_1207_1301,0.464
2013_1207_1307,0.976
2013_1207_1308,0.854
2013_1207_1314,0.75
2013_1207_1322,0.813
2013_1207_1323,0.948
2013_1207_1326,0.71
2013_1207_1328,0.934
2013_1207_1329,0.93
2013_1207_1332,0.602
2013_1207_1334,0.664
2013_1207_1338,0.84
2013_1207_1355,1.0
2013_1207_1361,0.674
2013_1207_1380,0.924
2013_1207_1387,0.606
2013_1207_1388,0.67
2013_1207_1393,0.454
2013_1207_1396,1.0
2013_1207_1417,0.73
2013_1207_1424,0.63
2013_1207_1433,0.45
2013_1207_1434,0.826
2013_1207_1437,0.0
2013_1207_1443,0.9
2013_1207_1455,0.622
2013_1207_1458,0.684
2013_1211_1217,0.806
2013_1211_1228,0.85
2013_1211_1231,0.654
2013_1211_1233,0.986
2013_1211_1235,0.85
2013_1211_1241,0.948
2013_1211_1242,0.354
2013_1211_1243,0.954
2013_1211_1247,0.836
2013_1211_1251,0.996
2013_1211_1254,0.998
2013_1211_1257,0.408
2013_1211_1266,0.246
2013_1211_1272,0.662
2013_1211_1274,0.64
2013_1211_1276,0.438
2013_1211_1277,0.394
2013_1211_1278,0.728
2013_1211_1279,0.856
2013_1211_1281,0.492
2013_1211_1285,0.92
2013_1211_1292,0.694
2013_1211_1299,0.96
2013_1211_1301,0.776
2013_1211_1307,0.338
2013_1211_1308,0.962
2013_1211_1314,0.506
2013_1211_1322,0.96
2013_1211_1323,0.7
2013_1211_1326,0.358
2013_1211_1328,0.444
2013_1211_1329,0.718
2013_1211_1332,0.862
2013_1211_1334,0.916
2013_1211_1338,0.411
2013_1211_1355,0.998
2013_1211_1361,0.412
2013_1211_1380,1.0
2013_1211_1387,0.142
2013_1211_1388,0.662
2013_1211_1393,0.464
2013_1211_1396,0.525
2013_1211_1417,0.152
2013_1211_1424,0.604
2013_1211_1433,0.522
2013_1211_1434,1.0
2013_1211_1437,0.732
2013_1211_1443,0.99
2013_1211_1455,0.0
2013_1211_1458,0.518
2013_1217_1228,0.348
2013_1217_1231,0.08
2013_1217_1233,0.61
2013_1217_1235,0.25
2013_1217_1241,0.43
2013_1217_1242,0.296
2013_1217_1243,0.173
2013_1217_1247,0.514
2013_1217_1251,0.868
2013_1217_1254,0.888
2013_1217_1257,0.062
2013_1217_1266,0.286
2013_1217_1272,0.172
2013_1217_1274,0.24
2013_1217_1276,0.244
2013_1217_1277,0.046
2013_1217_1278,0.544
2013_1217_1279,0.29
2013_1217_1281,0.27
2013_1217_1285,0.5
2013_1217_1292,0.578
2013_1217_1299,0.434
2013_1217_1301,0.26
